city,date,fare,ride_id
Barajasview,4/15/19 20:37,17.76,8100000000000
New Paulton,4/17/19 20:05,44.43,338000000000
West Angela,1/19/19 0:36,40.4,741000000000
North Jasmine,2/18/19 3:09,31.49,9760000000000
North Barbara,2/11/19 18:51,43.26,8970000000000
Rogerston,3/2/19 0:54,25.14,1720000000000
Williamsstad,2/21/19 10:56,4.9,7180000000000
South Jack,1/14/19 17:06,40.65,5440000000000
West Anthony,4/15/19 11:02,43.82,4380000000000
Royland,2/12/19 1:18,44.33,5320000000000
West Angela,4/3/19 14:44,23.52,4840000000000
Liumouth,2/22/19 3:55,6.39,8120000000000
Amandaburgh,4/19/19 16:30,6.27,4400000000000
West Ericstad,1/23/19 10:13,10.12,8040000000000
South Jack,1/15/19 5:51,5.58,1790000000000
Barajasview,5/2/19 21:02,17.12,4630000000000
Amandaburgh,3/20/19 7:40,27.45,3700000000000
East Kaylahaven,3/17/19 23:54,8.62,1950000000000
Port Samanthamouth,1/27/19 0:57,28.46,883000000000
New Paulville,1/25/19 15:19,15.04,7530000000000
West Anthony,4/3/19 2:42,10.56,3760000000000
Raymondhaven,1/6/19 20:15,21.19,9470000000000
Rogerston,1/3/19 21:45,36.28,7090000000000
Port David,4/2/19 16:53,41.14,2690000000000
North Markport,2/8/19 22:01,34.69,2740000000000
West Angela,3/4/19 17:50,20.72,1780000000000
South Michelleport,4/21/19 18:31,21.98,5890000000000
Port Frank,2/10/19 8:14,40.82,6390000000000
Rogerston,2/14/19 5:24,19.42,8770000000000
Joneschester,4/2/19 4:52,10.52,4970000000000
South Karenland,3/17/19 1:22,23.26,557000000000
West Angela,5/5/19 14:17,23.66,9190000000000
Royland,2/10/19 13:50,11.24,4950000000000
Christopherfurt,1/30/19 22:09,6.32,4290000000000
Barajasview,4/9/19 8:10,39.36,1800000000000
Christopherfurt,2/8/19 11:46,25.76,952000000000
Leahton,1/13/19 0:03,9.37,4670000000000
Port Angela,4/15/19 23:02,20.16,6490000000000
Loganberg,1/13/19 23:53,41.86,7050000000000
West Heidi,2/24/19 4:41,40.8,4270000000000
Robertport,2/24/19 22:01,8.48,2890000000000
Karenside,3/14/19 17:07,16.31,8820000000000
West Christopherberg,3/20/19 3:04,42.83,6900000000000
West Gabriel,1/15/19 14:51,13.38,7560000000000
Simpsonburgh,4/1/19 4:02,25.65,2870000000000
West Robert,5/4/19 4:36,5.36,9800000000000
Loganberg,2/17/19 7:58,44.47,3540000000000
West Anthony,4/20/19 20:13,11.85,4270000000000
Jerryton,5/1/19 17:20,4.97,8100000000000
North Jasmine,3/4/19 16:59,42.58,8860000000000
North Madeline,1/26/19 2:37,5.59,3680000000000
Royland,3/25/19 18:17,7.09,5660000000000
New Paulton,1/21/19 17:04,18.3,3720000000000
Richardfort,2/8/19 15:50,16.55,2270000000000
Barajasview,2/3/19 9:58,39.39,9440000000000
Pattyland,4/18/19 23:27,28.66,2340000000000
West Christopherberg,2/17/19 3:30,4.4,4350000000000
Grahamburgh,2/25/19 12:18,14.51,6160000000000
New Kimberlyborough,4/11/19 10:38,12.01,136000000000
North Madeline,5/2/19 23:25,11.94,7530000000000
Simpsonburgh,4/12/19 19:38,22.45,7810000000000
Martinezhaven,2/16/19 17:25,15.33,9810000000000
West Heidi,3/30/19 2:27,11.15,2260000000000
Christopherfurt,4/12/19 14:37,22.91,5930000000000
Karenside,4/28/19 2:38,39.41,4710000000000
Rogerston,4/1/19 9:27,28.54,9960000000000
West Samuelburgh,2/19/19 11:01,17.77,7610000000000
Joneschester,3/17/19 22:39,15.35,2310000000000
West Heidi,2/27/19 11:19,35.19,7000000000000
West Heidi,3/2/19 9:13,23.55,6480000000000
Roberthaven,3/30/19 15:12,16.2,2950000000000
Karenberg,4/7/19 16:28,16.11,4810000000000
Port Angela,3/8/19 16:32,23.06,2750000000000
Hurleymouth,2/7/19 6:07,36.7,175000000000
Simpsonburgh,3/31/19 11:49,24.16,9710000000000
South Jack,3/14/19 17:18,18.66,3510000000000
New Jacobville,3/10/19 1:02,10.63,650000000000
Williamsstad,4/16/19 16:21,32.43,7180000000000
Port Johnbury,3/27/19 8:26,38.99,4120000000000
North Jasmine,2/17/19 0:27,35.11,6620000000000
South Jack,1/3/19 23:11,4.95,9010000000000
Pattyland,4/23/19 2:57,13.01,9350000000000
Raymondhaven,2/16/19 4:31,24.31,8960000000000
Joneschester,4/24/19 13:07,9.78,967000000000
North Jason,2/19/19 4:45,15.87,7790000000000
Williamsstad,2/22/19 4:25,20.56,5810000000000
West Christopherberg,2/19/19 19:49,40.98,752000000000
South Karenland,3/19/19 14:50,23.07,5760000000000
Rodneyfort,3/7/19 23:37,7.78,2860000000000
Lake Scottton,2/5/19 11:47,24.54,3770000000000
Royland,1/26/19 21:29,14.68,1750000000000
Martinezhaven,1/21/19 1:50,42.75,9060000000000
West Patrickchester,3/17/19 4:51,17.38,3070000000000
Raymondhaven,3/31/19 17:01,36.29,8960000000000
West Robert,3/6/19 6:10,22.86,2320000000000
South Evanton,2/25/19 18:39,15.06,8870000000000
West Christopherberg,3/7/19 20:09,32.27,2180000000000
West Josephberg,4/19/19 1:55,42.53,6110000000000
Liumouth,3/6/19 7:44,23.53,2430000000000
West Christopherberg,2/10/19 19:41,8.42,836000000000
Hurleymouth,2/23/19 13:48,18.15,6050000000000
Port Angela,2/26/19 10:01,28.52,6780000000000
West Samuelburgh,1/31/19 9:17,14.11,6040000000000
North Barbara,4/6/19 9:03,26.64,929000000000
Rodneyfort,4/29/19 0:20,44.28,6980000000000
North Jason,4/5/19 2:05,31.89,9990000000000
Port David,2/11/19 23:07,10.05,6920000000000
Raymondhaven,1/27/19 15:52,41.76,7330000000000
Barajasview,3/12/19 4:54,37.05,1830000000000
Liumouth,1/17/19 16:17,33.29,3420000000000
North Barbara,3/24/19 6:49,4.05,5340000000000
Valentineton,4/3/19 11:34,18.62,555000000000
West Samuelburgh,4/17/19 19:01,10.58,2070000000000
Carriemouth,1/15/19 6:27,24.13,7420000000000
Carriemouth,5/8/19 4:20,21.99,118000000000
Erikaland,2/21/19 20:28,12.44,2710000000000
Grahamburgh,1/18/19 7:41,23.35,8080000000000
East Kaylahaven,1/29/19 13:01,9.81,2060000000000
Carriemouth,2/4/19 0:29,24.87,6020000000000
Justinberg,4/14/19 14:48,24.34,1490000000000
Pattyland,1/1/19 17:22,42.11,9610000000000
Royland,4/9/19 0:32,22.89,5160000000000
Huntermouth,3/14/19 10:37,30.49,9540000000000
Huntermouth,1/17/19 12:10,41.48,7800000000000
Huntermouth,2/3/19 12:19,31.43,4780000000000
South Evanton,2/21/19 8:05,34.21,5090000000000
West Robert,4/12/19 8:17,32.48,7540000000000
Raymondhaven,3/2/19 4:56,5.19,4180000000000
Port Frank,4/2/19 15:48,13.55,4850000000000
West Heidi,3/18/19 4:53,4.29,4320000000000
Amandaburgh,4/1/19 9:24,24.29,2000000000000
Liumouth,2/27/19 18:08,43.31,1510000000000
Barajasview,3/15/19 22:44,28.3,1310000000000
New Kimberlyborough,3/19/19 15:25,27.37,533000000000
West Samuelburgh,1/6/19 8:34,43.05,9810000000000
Lake Scottton,1/28/19 2:32,23.95,9480000000000
North Jason,1/14/19 20:53,26.58,8640000000000
East Kaylahaven,3/23/19 10:48,4.64,1910000000000
Johnton,3/15/19 8:40,43.5,7130000000000
Roberthaven,2/22/19 19:42,27.48,9420000000000
Robertport,1/25/19 1:33,44.75,6710000000000
Joneschester,2/16/19 2:35,9.48,4160000000000
Johnton,5/2/19 2:19,32.38,8950000000000
West Anthony,2/19/19 22:53,27.9,4270000000000
Martinezhaven,3/11/19 20:07,7.01,7640000000000
Port Johnbury,3/30/19 17:59,15.17,4900000000000
Williamsview,4/7/19 2:32,19.19,8050000000000
West Robert,2/23/19 19:46,33.24,3060000000000
Barajasview,3/19/19 12:17,26.6,5620000000000
Williamsstad,5/6/19 12:39,40.79,8720000000000
Justinberg,1/22/19 9:08,38.3,1290000000000
Justinberg,4/16/19 1:26,16.58,1480000000000
Carriemouth,2/17/19 5:01,22.66,3720000000000
South Evanton,4/10/19 5:38,30.36,5250000000000
Simpsonburgh,2/14/19 22:52,30,7640000000000
New Kimberlyborough,1/7/19 5:12,15.22,7020000000000
Richardfort,4/3/19 15:07,40.77,9500000000000
Williamsview,1/5/19 0:44,21.59,6180000000000
Carriemouth,1/4/19 15:56,31.99,4870000000000
West Christopherberg,4/6/19 13:59,25.31,3280000000000
New Jacobville,4/10/19 4:16,42.92,4020000000000
Karenberg,4/23/19 21:11,26.92,9690000000000
Johnton,2/28/19 5:42,12.02,6670000000000
Amandaburgh,4/20/19 2:16,16.27,3510000000000
Port Frank,4/25/19 23:04,19.43,7790000000000
Martinezhaven,2/3/19 6:15,11.61,3420000000000
Joneschester,3/9/19 3:25,39.32,1550000000000
West Robert,4/7/19 6:17,40.69,503000000000
West Heidi,2/6/19 0:47,40.55,6260000000000
Lake Jonathanshire,1/24/19 12:24,34.65,3320000000000
Johnton,1/22/19 13:10,24.17,7410000000000
South Karenland,1/31/19 15:50,36.28,9220000000000
Liumouth,1/5/19 19:32,27.02,3770000000000
Port Angela,2/8/19 0:14,15.58,7390000000000
Johnton,2/26/19 9:36,18.76,6360000000000
Pattyland,2/5/19 0:47,28.81,115000000000
Deanville,4/26/19 4:05,28.44,3330000000000
West Anthony,3/3/19 0:24,20.71,7550000000000
South Phillip,2/28/19 14:54,42.2,9810000000000
North Jason,1/5/19 10:59,16.22,3840000000000
Loganberg,1/31/19 23:29,13.69,4070000000000
Port Frank,1/27/19 13:40,38.97,5940000000000
South Evanton,3/6/19 23:01,44.41,2760000000000
West Angela,1/22/19 2:28,32.18,4240000000000
Rodneyfort,4/12/19 23:29,27.81,5670000000000
Carriemouth,4/28/19 9:25,37.35,4810000000000
Hurleymouth,2/28/19 3:20,44.85,5100000000000
Lake Danielberg,3/20/19 5:37,33.9,25082058503
Lake Jonathanshire,3/24/19 16:27,14.94,1670000000000
Williamsview,5/4/19 14:56,32.8,2680000000000
West Josephberg,2/19/19 20:48,4.07,1350000000000
Christopherfurt,4/6/19 22:33,27.46,7400000000000
South Phillip,2/1/19 12:52,39.27,5310000000000
New Paulville,2/18/19 23:43,38.97,1730000000000
Grahamburgh,3/24/19 13:39,32.17,2400000000000
Port Johnbury,2/8/19 10:29,7.63,3500000000000
Port David,3/4/19 0:41,23.7,6490000000000
West Ericstad,4/13/19 9:52,22.39,5770000000000
Karenside,5/3/19 15:31,32.68,9190000000000
Valentineton,2/25/19 2:33,10.21,4600000000000
Martinezhaven,3/21/19 7:56,39.26,9870000000000
Huntermouth,3/21/19 13:31,27.96,3030000000000
Rogerston,3/18/19 12:47,8.58,4180000000000
West Angela,3/7/19 10:38,14.8,5020000000000
Rodneyfort,3/15/19 10:18,30.83,4180000000000
North Jasmine,4/24/19 8:49,28.24,8270000000000
Raymondhaven,1/25/19 6:48,14.65,3910000000000
Richardfort,2/19/19 14:09,27.11,8690000000000
West Josephberg,3/16/19 7:06,10.04,6780000000000
Erikaland,5/7/19 11:23,22.72,5590000000000
Royland,1/15/19 8:50,4.1,9410000000000
Roberthaven,3/27/19 7:24,11.51,9190000000000
Justinberg,4/16/19 5:05,27.1,1850000000000
East Kaylahaven,1/4/19 23:57,24.37,5740000000000
North Jason,2/22/19 7:07,18.67,190000000000
Karenside,2/12/19 20:45,25.58,6570000000000
Raymondhaven,2/28/19 16:10,11.26,3120000000000
Amandaburgh,3/13/19 12:52,13.88,6220000000000
Amandaburgh,4/22/19 21:34,42.52,1900000000000
New Jacobville,4/27/19 14:11,37.6,8780000000000
West Ericstad,4/19/19 20:35,5.75,3500000000000
Christopherfurt,1/4/19 4:30,15.47,1470000000000
Port David,3/27/19 0:20,18.43,4640000000000
Martinezhaven,2/15/19 2:18,15.93,9620000000000
West Robert,2/27/19 4:29,22.81,5710000000000
South Michelleport,3/8/19 4:18,27.42,3750000000000
Robertport,5/3/19 2:36,31.62,4850000000000
West Anthony,2/4/19 15:04,20.09,4220000000000
West Angela,3/20/19 23:44,23.83,8750000000000
South Michelleport,5/7/19 12:25,4.47,289000000000
New Paulville,5/1/19 13:29,10.3,1060000000000
Justinberg,2/19/19 4:01,36.27,7290000000000
Leahton,1/8/19 11:48,39.81,458000000000
Justinberg,2/1/19 21:16,31.07,2740000000000
South Latoya,2/12/19 16:31,28.92,5780000000000
Williamsview,2/8/19 6:11,25.3,2320000000000
Joneschester,1/15/19 21:21,13.43,2240000000000
Williamsstad,1/6/19 20:14,43.5,2050000000000
South Karenland,1/25/19 8:14,31.02,500000000000
Carriemouth,4/1/19 0:35,27.84,6590000000000
Valentineton,1/1/19 14:42,12.31,4760000000000
Christopherfurt,3/12/19 9:22,35.57,8290000000000
Huntermouth,2/5/19 8:10,28.58,314000000000
Deanville,2/17/19 15:51,25.33,2750000000000
North Barbara,5/5/19 9:46,26.54,4330000000000
West Angela,1/25/19 12:19,41.05,4600000000000
Martinezhaven,4/15/19 9:17,35.45,4820000000000
West Anthony,1/12/19 19:38,37.66,410000000000
West Samuelburgh,4/25/19 15:55,26.44,4340000000000
West Josephberg,4/29/19 10:20,28.73,1730000000000
Liumouth,4/11/19 13:52,15.55,6830000000000
Karenside,4/4/19 14:32,42.27,6770000000000
Loganberg,4/4/19 8:04,25.93,186000000000
Johnton,1/21/19 3:20,28.59,5600000000000
Carriemouth,3/8/19 13:35,34.32,7980000000000
South Latoya,1/2/19 0:44,43.72,390000000000
South Phillip,3/25/19 8:38,7.04,7930000000000
Lake Danielberg,3/21/19 19:46,14.12,8570000000000
Jerryton,1/27/19 5:35,5.21,2370000000000
Simpsonburgh,4/28/19 10:54,10.07,2990000000000
Amandaburgh,2/6/19 10:02,11.93,7550000000000
Karenberg,2/14/19 14:40,11.06,4340000000000
Jerryton,1/16/19 17:13,22.26,974000000000
East Kaylahaven,3/27/19 0:44,25.29,4840000000000
Pattyland,2/11/19 20:25,33.21,1330000000000
South Michelleport,2/6/19 17:29,25.58,6810000000000
Martinezhaven,2/23/19 0:15,15.48,5950000000000
Loganberg,1/5/19 14:35,5.92,5330000000000
New Paulville,4/13/19 10:23,8.69,592000000000
South Evanton,1/10/19 2:57,37.03,4820000000000
Port Angela,2/6/19 7:07,24.47,1470000000000
West Gabriel,4/21/19 4:50,4.96,2690000000000
New Kimberlyborough,3/28/19 12:48,10.91,935000000000
West Anthony,4/16/19 1:06,17.47,5710000000000
West Gabriel,1/16/19 6:23,25.97,6590000000000
Karenside,1/24/19 7:48,9.39,4830000000000
Liumouth,1/1/19 0:08,37.91,5670000000000
Grahamburgh,4/20/19 21:40,40.06,5160000000000
Christopherfurt,5/7/19 17:27,6.39,7610000000000
West Gabriel,5/1/19 2:18,27.45,2830000000000
West Heidi,1/17/19 3:43,5.78,9110000000000
West Angela,1/4/19 20:45,20.33,1920000000000
Christopherfurt,3/25/19 17:11,7.19,6890000000000
Robertport,3/25/19 18:55,35.29,7880000000000
Royland,1/16/19 2:06,4.89,8050000000000
Huntermouth,3/19/19 17:31,15.05,1680000000000
North Madeline,4/7/19 6:50,11.92,737000000000
East Kaylahaven,1/7/19 20:29,5.56,4660000000000
Loganberg,4/18/19 17:41,22.51,3210000000000
North Jason,1/23/19 21:22,6.54,5610000000000
South Latoya,1/31/19 23:20,14.82,6960000000000
Karenberg,3/9/19 14:47,35.68,8630000000000
West Anthony,5/1/19 17:43,23.76,2930000000000
Williamsstad,3/25/19 16:07,42.93,2210000000000
Port Angela,2/6/19 16:11,11.39,6110000000000
Karenside,2/24/19 5:39,27.64,8060000000000
East Kaylahaven,3/21/19 22:54,9.42,1470000000000
South Michelleport,3/23/19 16:45,14.72,491000000000
Pattyland,1/14/19 20:49,40.21,5830000000000
Port Samanthamouth,2/28/19 20:01,38.42,2110000000000
Reynoldsfurt,4/11/19 9:09,42.97,1390000000000
Pattyland,3/27/19 6:49,8.57,3070000000000
North Jasmine,4/24/19 8:05,14.11,4190000000000
North Madeline,3/31/19 3:35,21.24,654000000000
West Anthony,2/11/19 5:48,15.55,5990000000000
Lake Danielberg,1/28/19 15:49,25.98,1420000000000
Royland,2/19/19 8:25,13.02,186000000000
Reynoldsfurt,3/8/19 7:06,6.08,2570000000000
Roberthaven,2/9/19 0:25,11.71,8180000000000
South Evanton,2/25/19 11:11,15.94,2730000000000
Grahamburgh,3/4/19 22:51,34.93,5940000000000
West Ericstad,3/29/19 4:59,40.29,810000000000
Port Frank,2/17/19 13:21,32.44,5390000000000
Lake Danielberg,2/8/19 5:26,22.74,9520000000000
Erikaland,3/24/19 9:50,4.07,6560000000000
Port David,2/11/19 11:59,38,7770000000000
North Barbara,4/27/19 0:19,16.89,5100000000000
Simpsonburgh,2/27/19 0:58,13.38,1580000000000
North Jason,1/23/19 5:58,32.77,2990000000000
Simpsonburgh,1/6/19 2:20,27.2,3680000000000
South Phillip,4/18/19 1:17,35.7,4750000000000
South Karenland,3/16/19 2:20,4.87,2390000000000
New Paulville,3/14/19 21:25,20.26,8810000000000
Johnton,2/14/19 18:21,43.93,5440000000000
Port Johnbury,2/27/19 2:44,11.33,3230000000000
Joneschester,3/12/19 21:52,21.17,1580000000000
West Samuelburgh,2/12/19 18:45,6.76,8530000000000
Huntermouth,4/28/19 17:26,31.43,6660000000000
Deanville,4/1/19 0:11,22.65,7000000000000
Leahton,2/15/19 17:00,25.84,9240000000000
Hurleymouth,4/13/19 18:15,40.93,4920000000000
West Anthony,3/21/19 1:28,15.64,4750000000000
Karenside,1/23/19 23:30,37.62,1950000000000
West Gabriel,2/28/19 12:03,31.82,4150000000000
Carriemouth,3/26/19 10:39,26.91,7850000000000
South Michelleport,3/1/19 22:01,24.55,9790000000000
Rodneyfort,5/5/19 3:19,22.24,5390000000000
Deanville,3/7/19 7:21,31.08,9710000000000
Reynoldsfurt,5/4/19 12:38,8.81,3240000000000
Justinberg,4/27/19 12:41,18.99,3030000000000
Huntermouth,3/2/19 10:47,10.89,1650000000000
West Robert,2/27/19 20:51,8.37,490000000000
Port Angela,2/14/19 13:00,42.04,897000000000
South Karenland,1/9/19 20:59,44.44,3180000000000
Port David,3/24/19 16:37,25.65,2080000000000
Liumouth,1/4/19 3:16,9.1,8150000000000
Simpsonburgh,1/18/19 12:48,15.36,5200000000000
South Evanton,4/14/19 20:12,19.53,8350000000000
West Heidi,4/6/19 8:54,25.06,8920000000000
Port Frank,1/14/19 9:19,43.27,491000000000
East Kaylahaven,2/23/19 0:41,15.94,1600000000000
North Madeline,1/28/19 9:57,42.24,583000000000
Liumouth,4/14/19 21:17,38.95,14588103145
North Madeline,3/6/19 19:26,26.34,1880000000000
Williamsview,4/15/19 16:09,44.74,2760000000000
North Barbara,3/16/19 10:22,25.06,9750000000000
South Evanton,2/7/19 8:44,7.69,9010000000000
Williamsstad,4/26/19 4:18,18.92,1610000000000
Rodneyfort,1/12/19 6:17,7.05,4240000000000
Karenside,4/19/19 8:42,26.45,9290000000000
New Paulton,1/13/19 18:33,29.9,4090000000000
West Robert,1/17/19 4:56,12.71,8500000000000
Jerryton,2/14/19 19:48,24.49,3080000000000
Karenberg,1/16/19 13:52,41.26,3360000000000
Christopherfurt,5/3/19 12:46,14.43,5640000000000
Grahamburgh,3/27/19 22:14,4.63,7320000000000
New Kimberlyborough,3/2/19 18:56,6.08,3870000000000
North Madeline,3/4/19 22:29,6.19,547000000000
North Jason,3/12/19 21:01,5.76,5110000000000
Liumouth,3/16/19 6:31,34.2,2540000000000
New Jacobville,4/21/19 23:00,13.53,5570000000000
Justinberg,4/24/19 11:33,28.76,6490000000000
West Anthony,3/13/19 8:03,5.03,1180000000000
Raymondhaven,1/13/19 1:03,17.33,2830000000000
Royland,3/22/19 22:02,23.31,2830000000000
Rogerston,1/30/19 21:18,8.87,5690000000000
West Anthony,5/3/19 4:49,21.38,9170000000000
Port Frank,4/6/19 20:51,21.02,9710000000000
Lake Jonathanshire,4/11/19 22:10,12.81,6000000000000
South Phillip,1/17/19 17:45,23.46,2630000000000
South Karenland,3/3/19 7:40,22.44,7460000000000
Port Samanthamouth,4/18/19 14:39,23.56,8730000000000
Huntermouth,1/10/19 9:40,43.01,7580000000000
Joneschester,4/22/19 16:48,9.7,8590000000000
West Anthony,4/22/19 8:14,19.95,1210000000000
North Jasmine,4/11/19 3:38,27.54,5000000000000
Reynoldsfurt,3/10/19 20:10,4.1,5690000000000
North Markport,2/22/19 15:00,16.46,2800000000000
Huntermouth,1/9/19 22:56,15.31,1530000000000
Rogerston,3/19/19 16:58,29.88,3980000000000
Deanville,3/5/19 12:05,11.16,4740000000000
Rodneyfort,1/11/19 14:18,23.21,3430000000000
Reynoldsfurt,3/29/19 17:35,31.43,9920000000000
West Josephberg,1/14/19 18:07,9.71,4730000000000
Huntermouth,3/20/19 0:45,40.55,6750000000000
Amandaburgh,4/24/19 8:02,14.55,7840000000000
Port Frank,3/5/19 0:42,36.35,9210000000000
Martinezhaven,1/10/19 3:37,23.62,5470000000000
East Kaylahaven,2/10/19 12:42,6.69,6070000000000
Joneschester,3/10/19 13:31,22.72,8710000000000
West Angela,5/1/19 19:03,23.23,7770000000000
New Paulton,4/24/19 14:27,32.22,2990000000000
Roberthaven,3/5/19 12:12,5.43,605000000000
Port Frank,3/9/19 16:59,6.5,2110000000000
Port Frank,4/4/19 11:46,39.39,7970000000000
Hurleymouth,3/7/19 12:38,41.96,1680000000000
Leahton,3/6/19 17:06,41.29,3310000000000
Johnton,2/7/19 19:40,30.97,6850000000000
Lake Scottton,5/3/19 15:26,25.68,771000000000
Simpsonburgh,1/31/19 5:16,39.23,3700000000000
West Angela,2/21/19 13:51,29.99,4370000000000
Williamsview,4/16/19 8:23,20.38,8230000000000
West Josephberg,4/12/19 0:11,15.49,5120000000000
West Josephberg,2/15/19 0:51,36.7,8330000000000
South Karenland,2/19/19 2:20,39.59,9830000000000
Barajasview,1/2/19 23:23,36.13,8570000000000
East Kaylahaven,1/21/19 16:07,36.89,2410000000000
Loganberg,1/12/19 5:07,36.82,1080000000000
Richardfort,4/22/19 3:06,39.74,4080000000000
Richardfort,1/31/19 14:51,43.92,4070000000000
South Michelleport,4/1/19 14:50,28.84,8850000000000
Barajasview,1/14/19 11:00,19.81,2380000000000
West Heidi,4/18/19 20:05,32.74,1750000000000
Leahton,3/31/19 2:08,4.65,2200000000000
Port Johnbury,1/7/19 5:43,19.08,8840000000000
Justinberg,5/7/19 20:22,18.74,6400000000000
North Barbara,4/10/19 17:12,10.94,356000000000
Barajasview,5/6/19 1:06,17.63,9230000000000
Reynoldsfurt,4/12/19 1:13,21.18,7470000000000
West Christopherberg,2/9/19 12:25,33.97,4250000000000
Leahton,2/23/19 1:19,7.08,3740000000000
Simpsonburgh,3/4/19 11:08,23.33,1000000000000
Port Frank,4/5/19 7:22,14.21,8370000000000
West Heidi,4/17/19 0:03,8.91,7620000000000
Robertport,4/24/19 23:45,19.73,7440000000000
Loganberg,5/5/19 17:29,30.47,7770000000000
West Josephberg,3/23/19 1:43,33.12,2340000000000
West Anthony,4/3/19 1:47,31.6,4970000000000
South Michelleport,4/22/19 2:38,9.72,2090000000000
Amandaburgh,4/5/19 10:22,25.55,8580000000000
Justinberg,4/1/19 23:46,40.87,8960000000000
Joneschester,3/10/19 8:15,27.91,1270000000000
Lake Scottton,1/11/19 19:18,31.31,9310000000000
Rodneyfort,3/24/19 19:06,31.41,827000000000
Pattyland,4/25/19 14:57,44.39,1720000000000
Jerryton,2/28/19 1:14,36.87,3090000000000
Lake Scottton,4/11/19 4:26,22.03,2030000000000
Grahamburgh,4/29/19 21:20,13.59,3200000000000
South Latoya,3/29/19 22:54,5.93,2620000000000
Liumouth,3/27/19 12:12,44.27,982000000000
Hurleymouth,3/2/19 11:43,34.65,9380000000000
West Angela,2/15/19 8:01,44.12,1960000000000
Reynoldsfurt,3/14/19 16:29,35.65,9910000000000
Port Johnbury,3/29/19 3:22,14.54,3760000000000
North Jason,2/15/19 14:32,17.35,6040000000000
North Madeline,4/15/19 10:02,37.6,3900000000000
Simpsonburgh,2/15/19 9:18,4.63,60590634054
Hurleymouth,2/13/19 17:32,25.72,8760000000000
West Robert,3/7/19 6:32,4.28,2030000000000
North Jasmine,4/1/19 4:31,28.04,5010000000000
North Jason,4/5/19 20:10,32.18,3370000000000
South Jack,2/1/19 11:28,26.72,5060000000000
West Heidi,2/9/19 19:23,39.76,5520000000000
West Anthony,4/6/19 2:25,14.3,7570000000000
West Ericstad,3/21/19 9:28,18.24,4600000000000
West Samuelburgh,2/27/19 6:43,32.73,5620000000000
New Jacobville,4/9/19 8:47,4.95,4490000000000
Carriemouth,2/21/19 15:09,23.48,4760000000000
Christopherfurt,3/18/19 9:24,7.45,4450000000000
South Phillip,1/16/19 3:42,7.08,8460000000000
Grahamburgh,1/28/19 15:40,44.91,259000000000
Christopherfurt,3/25/19 20:35,23.38,500000000000
Robertport,4/27/19 12:31,41.48,6460000000000
Justinberg,4/26/19 8:12,7.68,1070000000000
Port Frank,4/5/19 15:44,36.08,346000000000
New Jacobville,4/13/19 1:18,43.98,9450000000000
North Jasmine,2/1/19 20:17,8.09,416000000000
Valentineton,3/18/19 7:07,36.04,8730000000000
Huntermouth,1/6/19 20:23,28.74,654000000000
South Jack,3/8/19 8:55,17.17,8790000000000
New Paulton,3/15/19 4:48,4.6,9740000000000
Williamsstad,4/21/19 23:26,26.99,8560000000000
Jerryton,1/6/19 12:30,27.71,9040000000000
Deanville,1/4/19 13:30,4.56,6420000000000
South Evanton,3/22/19 5:26,6.58,8380000000000
New Kimberlyborough,4/29/19 7:38,9.08,3170000000000
Hurleymouth,3/24/19 12:04,8.77,8270000000000
North Barbara,4/1/19 0:20,31.72,9790000000000
West Angela,2/22/19 2:22,19.44,3790000000000
Karenside,3/15/19 15:11,31.89,5440000000000
South Phillip,5/1/19 23:05,38.46,3440000000000
South Karenland,5/8/19 11:38,19.77,7840000000000
Royland,2/21/19 22:19,5.95,8420000000000
South Phillip,1/20/19 17:35,24,7340000000000
South Phillip,5/2/19 1:04,24.23,123000000000
West Gabriel,3/9/19 4:39,14.41,8740000000000
South Karenland,1/14/19 2:07,24.71,8610000000000
Robertport,4/27/19 10:55,11.42,9230000000000
Roberthaven,2/12/19 7:58,37,4700000000000
West Christopherberg,1/11/19 21:37,44.76,2740000000000
Robertport,3/21/19 5:48,8.2,3400000000000
West Anthony,2/7/19 16:55,33.51,4160000000000
New Kimberlyborough,2/9/19 13:28,6.43,6450000000000
Loganberg,2/2/19 23:09,7.12,1270000000000
West Samuelburgh,1/11/19 1:36,25.07,151000000000
New Kimberlyborough,4/24/19 18:35,28.87,7940000000000
Roberthaven,4/25/19 14:14,22.75,7370000000000
Barajasview,4/3/19 15:25,44.15,9600000000000
Royland,2/22/19 22:46,10.19,8900000000000
Rogerston,3/14/19 14:43,10.29,7430000000000
Christopherfurt,2/12/19 14:24,11.7,8490000000000
West Gabriel,2/20/19 6:07,8.44,6910000000000
South Karenland,4/18/19 13:07,8.56,7560000000000
Williamsview,4/26/19 0:30,20.89,2570000000000
Deanville,3/5/19 9:44,42.79,3620000000000
West Samuelburgh,1/16/19 3:43,14.93,502000000000
North Barbara,2/14/19 11:29,4.11,7680000000000
Christopherfurt,3/10/19 7:36,22.65,5000000000000
Jerryton,2/1/19 16:39,37.7,9580000000000
South Latoya,2/9/19 20:42,12.17,9010000000000
South Latoya,3/4/19 12:20,5.04,9880000000000
West Gabriel,3/17/19 4:22,15.95,9300000000000
Lake Jonathanshire,1/23/19 21:43,21.11,7710000000000
North Jasmine,2/10/19 20:19,31.38,4750000000000
Raymondhaven,4/15/19 12:15,6.74,6810000000000
Port Johnbury,3/25/19 2:17,41.61,8060000000000
North Barbara,1/17/19 18:14,18.27,378000000000
